Date,Account,Payee,Category Group,Category,Tags,Memo,Amount,In/Out,Source,ImportId
2025-06-23,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,AMESCO QUIRINO DAVAO C DAVAO DEL SURPHL - Papang Meds,581.25,Outflow,YNAB,749
2025-06-23,BPI Main,953 Aragon Utilities ,Uncategorized / Review,To Triage,review,Electric Bill Aragon ,500.0,Outflow,YNAB,750
2025-06-23,BPI Credit Card,Travel,Uncategorized / Review,To Triage,review,Royal Mandaya Refund - Trip.com,3267.0,Inflow,YNAB,751
2025-06-23,BPI Main,Bria - Ate Mai,Uncategorized / Review,To Triage,review,4348 ELINK PAYMENT INTER-BANK FUND TRANSFER - from OWN BANK THE RURAL BANK OF CAVITE CITY INC | Ref: 20250621OWNBPHM2XXXB210000028063002,20000.0,Inflow,YNAB,752
2025-06-23,Montero Auto Loan,Transfer : BPI Montero,Transfers,Internal Transfers,transfer,June 2025,33767.0,Inflow,YNAB,753
2025-06-23,eWallet - MAYA,Transfer : BPI Main,Transfers,Internal Transfers,transfer,InstaPay Transfer TRANSFER TO OTHER BANK,40000.0,Inflow,YNAB,754
2025-06-22,BPI Main,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,InstaPay Transfer TRANSFER TO OTHER BANK,7000.0,Outflow,YNAB,755
2025-06-22,eWallet - GCASH,Family,Uncategorized / Review,To Triage,review,Instapay Transfer for BOHOL Grocery Payment 6643 + 150 delivery fee,6793.0,Outflow,YNAB,756
2025-06-22,eWallet - GCASH,Insurance,Uncategorized / Review,To Triage,review,Scam Insurance,30.0,Outflow,YNAB,757
2025-06-22,eWallet - GCASH,Transfer : BPI Main,Transfers,Internal Transfers,transfer,InstaPay Transfer TRANSFER TO OTHER BANK,7000.0,Inflow,YNAB,758
2025-06-21,BPI Credit Card,Bria - Ate Mai,Uncategorized / Review,To Triage,review,Lockifi Smart Lock Handle H1 x1; Subtotal: 4990.00; Shopee Voucher: -500.00; Shipping: 160.00,4650.0,Outflow,YNAB,759
2025-06-21,BPI Credit Card,Bria - Ate Mai,Uncategorized / Review,To Triage,review,Citi Hardware - Range Hood,3293.0,Outflow,YNAB,760
2025-06-21,BPI Credit Card,Bria - Ate Mai,Uncategorized / Review,To Triage,review,Lockable Mailbox (Matte Black) x1; Subtotal: 1099.00; Shopee Voucher: -238.00; Shop Voucher: -20.00; Shipping: 0.00,841.0,Outflow,YNAB,761
2025-06-21,BPI Credit Card,Bria - Ate Mai,Uncategorized / Review,To Triage,review,Smart Sensory Switch,490.0,Outflow,YNAB,762
2025-06-21,eWallet - MAYA,Fare,Uncategorized / Review,To Triage,review,Grab,272.5,Outflow,YNAB,763
2025-06-21,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,WILCON GENSAN D47 GEN SANTOS PHL - Kitchen repairs,260.0,Outflow,YNAB,764
2025-06-21,eWallet - MAYA,Bria - Ate Mai,Uncategorized / Review,To Triage,review,Ate Mai Bria Water Distric Bill,222.0,Outflow,YNAB,765
2025-06-21,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,PAYPAL *SCRIBD.COM 669 4029357733 USA,129.0,Outflow,YNAB,766
2025-06-20,BPI Main,Transfer : CRYPTO - BYBIT USDT,Transfers,Internal Transfers,transfer,"Bybit Top Up  50,000 X 57.50",50000.0,Outflow,YNAB,767
2025-06-20,RCBC Hexagon Previledge Platinum,Bria - Ate Mai,Uncategorized / Review,To Triage,review,Mansueto Aircon and repair - TCL AIRCON 2.5 HP,34153.0,Outflow,YNAB,768
2025-06-20,BPI Main,Government,Uncategorized / Review,To Triage,review,Partner Merchant Cash In TO: BPI EGOV .....XXXXX11757,10000.0,Outflow,YNAB,769
2025-06-20,RCBC Hexagon Previledge Platinum,Groceries,Uncategorized / Review,To Triage,review,Rob Supermarket - Mix Groceries,2175.5,Outflow,YNAB,770
2025-06-20,RCBC Hexagon Previledge Platinum,Groceries,Uncategorized / Review,To Triage,review,ROB Supermarket - Liquor for Uncle Badging Baguio ,1516.5,Outflow,YNAB,771
2025-06-20,RCBC Hexagon Previledge Platinum,Communication,Uncategorized / Review,To Triage,review,Globe Postapaid,604.99,Outflow,YNAB,772
2025-06-20,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,"HANDYMAN RP GENSAN Philippines PHL 	496.00June 9, 2025 	UNLI IN 37UNLIPAY 02/12",597.44,Outflow,YNAB,773
2025-06-20,RCBC Hexagon Previledge Platinum,Personal Effects,Uncategorized / Review,To Triage,review,HANDYMAN RP GENSAN PHILIPPINES PH,496.0,Outflow,YNAB,774
2025-06-20,eWallet - MAYA,Fare,Uncategorized / Review,To Triage,review,Grab - Rob to Home,308.0,Outflow,YNAB,775
2025-06-20,HSBC Gold Visa Cashback,Drinks,Uncategorized / Review,To Triage,review,Bose Coffee - Pasta,160.0,Outflow,YNAB,776
2025-06-20,HSBC Gold Visa Cashback,Drinks,Uncategorized / Review,To Triage,review,Bose Coffee - Cold Brew,140.0,Outflow,YNAB,777
2025-06-20,BPI Main,Instapay,Uncategorized / Review,To Triage,review,"Partner Merchant Fee TO: BPI MOBILE BANK,A/C#3021411557",7.0,Outflow,YNAB,778
2025-06-20,CRYPTO - BYBIT USDT,Transfer : BPI Main,Transfers,Internal Transfers,transfer,"Bybit Top Up  50,000 X 57.50",50000.0,Inflow,YNAB,779
2025-06-19,eWallet - MAYA,Transfer : INVESTMENT - Dragon Fi,Transfers,Internal Transfers,transfer,Dragon Fi Investment + Fee,9015.0,Outflow,YNAB,780
2025-06-19,RCBC Hexagon Previledge Platinum,Family,Health & Insurance,Medications & Vitamins,,AMAZON US - B Complex & Niacin + MagnesiumGlycinate,5635.06,Outflow,YNAB,781
2025-06-19,BPI Main,Transfer : Cash - Wallet,Transfers,Internal Transfers,transfer,ATM Withdrawal - AUB @GENSAN O,5000.0,Outflow,YNAB,782
2025-06-19,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Claude Ai Sub,1193.36,Outflow,YNAB,783
2025-06-19,eWallet - MAYA,Food,Uncategorized / Review,To Triage,review,KFC Gensan,285.0,Outflow,YNAB,784
2025-06-19,BPI Main,Entertainment / Subs,Uncategorized / Review,To Triage,review,TG Sub,90.0,Outflow,YNAB,785
2025-06-19,BPI Main,Instapay,Uncategorized / Review,To Triage,review,ATM Withdrawal Fee - AUB @GENSAN O,15.0,Outflow,YNAB,786
2025-06-19,Cash - Wallet,Transfer : BPI Main,Transfers,Internal Transfers,transfer,ATM Withdrawal - AUB @GENSAN O,5000.0,Inflow,YNAB,787
2025-06-19,RCBC Hexagon Previledge Platinum,Personal Effects,Uncategorized / Review,To Triage,review,Clothes & Apparel,5635.06,Inflow,YNAB,788
2025-06-19,INVESTMENT - Dragon Fi,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Dragon Fi Investment + Fee,9015.0,Inflow,YNAB,789
2025-06-18,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,CITI Hardware Koronadal - Materials for Kitchen repair,1180.0,Outflow,YNAB,790
2025-06-18,RCBC Hexagon Previledge Platinum,Transportation,Uncategorized / Review,To Triage,review,FOUR M Universal Fuels - Fuel Tap up,850.0,Outflow,YNAB,791
2025-06-18,HSBC Gold Visa Cashback,Food,Uncategorized / Review,To Triage,review,Jollibee Koronadal,550.0,Outflow,YNAB,792
2025-06-18,eWallet - MAYA,Fare,Uncategorized / Review,To Triage,review,Grab - Veranza to Home,319.0,Outflow,YNAB,793
2025-06-18,BPI Main,Loan,Uncategorized / Review,To Triage,review,4347 PAYMENT PERSONAL-ALF,450087.5,Inflow,YNAB,794
2025-06-17,Cash - Wallet,Investment / Interest,Uncategorized / Review,To Triage,review,"PAGIBIG Housing Bond Payment 35,444 + Processing Fee and Doc Fee",40000.0,Outflow,YNAB,795
2025-06-17,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,ACE Hardware - Home Materials,1998.0,Outflow,YNAB,796
2025-06-17,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Outflow,YNAB,797
2025-06-17,eWallet - MAYA,Documents & Stationery,Uncategorized / Review,To Triage,review,PSA Serbilis Cenomar,810.0,Outflow,YNAB,798
2025-06-17,eWallet - MAYA,Fare,Uncategorized / Review,To Triage,review,Grab - rob to Home,359.0,Outflow,YNAB,799
2025-06-17,HSBC Gold Visa Cashback,Drinks,Uncategorized / Review,To Triage,review,CBTL SM Gensan,315.0,Outflow,YNAB,800
2025-06-17,eWallet - MAYA,Communication,Uncategorized / Review,To Triage,review,Load Smart 50,50.0,Outflow,YNAB,801
2025-06-17,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Inflow,YNAB,802
2025-06-16,SAVINGS - RCBC Hexa,Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,15CASH PAYMENT - 044,57337.5,Outflow,YNAB,803
2025-06-16,BPI Main,Transfer : SAVINGS - RCBC Hexa,Transfers,Internal Transfers,transfer,2025.06.16 RCBC CC Payment,50000.0,Outflow,YNAB,804
2025-06-16,BPI Main,Transfer : Cash - Wallet,Transfers,Internal Transfers,transfer,PAG - IBIG HOUSING BOND PAYMENT - 0411 WITHDRAWAL GENERAL SANTOS SANTIAGO BLVD.,40000.0,Outflow,YNAB,805
2025-06-16,BPI Main,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,BPI Credit Card 2025.06,19914.36,Outflow,YNAB,806
2025-06-16,BPI Main,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Credit Card Payment 2025.06.16,14000.0,Outflow,YNAB,807
2025-06-16,Union Bank Debit,Transfer : Union Bank Rewards Visa Platinum,Transfers,Internal Transfers,transfer,Credit Card Payment,13903.39,Outflow,YNAB,808
2025-06-16,BPI Main,Transfer : HSBC Gold Visa Cashback,Transfers,Internal Transfers,transfer,Bills Payment TO: HSBC CREDIT CAR.....XXXXX44231,6915.55,Outflow,YNAB,809
2025-06-16,HSBC Gold Visa Cashback,Transfer : HSBC Credit to Cash,Transfers,Internal Transfers,transfer,1/12 Monthly Payment 5915.26,5915.26,Outflow,YNAB,810
2025-06-16,eWallet - MAYA,Transfer : MAYA BLACK Visa Plat,Transfers,Internal Transfers,transfer,MAYA Black Payment,5646.95,Outflow,YNAB,811
2025-06-16,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,4638.95,Outflow,YNAB,812
2025-06-16,BPI Main,Family,Uncategorized / Review,To Triage,review,"Fund Transfer TO: MARJORIE PINOS ,A/C#2159265709",2000.0,Outflow,YNAB,813
2025-06-16,eWallet - Maya Savings,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Outflow,YNAB,814
2025-06-16,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,AHMAD TEA ,807.9,Outflow,YNAB,815
2025-06-16,RCBC Hexagon Previledge Platinum,Transportation,Uncategorized / Review,To Triage,review,TRIPLE 222 Rice Store - Fuel,500.0,Outflow,YNAB,816
2025-06-16,BPI Main,Documents & Stationery,Uncategorized / Review,To Triage,review,BPI Santiago Bank Statement,300.0,Outflow,YNAB,817
2025-06-16,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,Canva,300.0,Outflow,YNAB,818
2025-06-16,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Bendable Duster,145.58,Outflow,YNAB,819
2025-06-16,eWallet - MAYA,Communication,Uncategorized / Review,To Triage,review,Smart Load,100.0,Outflow,YNAB,820
2025-06-16,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,1000.0,Inflow,YNAB,821
2025-06-16,eWallet - MAYA,Transfer : eWallet - Maya Savings,Transfers,Internal Transfers,transfer,Auto Fund Transfer,4638.95,Inflow,YNAB,822
2025-06-16,MAYA BLACK Visa Plat,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,MAYA Black Payment,5646.95,Inflow,YNAB,823
2025-06-16,HSBC Credit to Cash,Transfer : HSBC Gold Visa Cashback,Transfers,Internal Transfers,transfer,1/12 Monthly Payment 5915.26,5915.26,Inflow,YNAB,824
2025-06-16,HSBC Gold Visa Cashback,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Bills Payment TO: HSBC CREDIT CAR.....XXXXX44231,6915.55,Inflow,YNAB,825
2025-06-16,Union Bank Rewards Visa Platinum,Transfer : Union Bank Debit,Transfers,Internal Transfers,transfer,Credit Card Payment,13903.39,Inflow,YNAB,826
2025-06-16,Union Bank Debit,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Credit Card Payment 2025.06.16,14000.0,Inflow,YNAB,827
2025-06-16,BPI Credit Card,Transfer : BPI Main,Transfers,Internal Transfers,transfer,BPI Credit Card 2025.06,19914.36,Inflow,YNAB,828
2025-06-16,Cash - Wallet,Transfer : BPI Main,Transfers,Internal Transfers,transfer,PAG - IBIG HOUSING BOND PAYMENT - 0411 WITHDRAWAL GENERAL SANTOS SANTIAGO BLVD.,40000.0,Inflow,YNAB,829
2025-06-16,BPI Main,Bria - Ate Mai,Uncategorized / Review,To Triage,review,"4348 ELINK PAYMENT INTER-BANK FUND TRANSFER - from CIMB BANK PHILIPPINES,INC. | Ref: 20250616CIPHPHMMXXXB000000000047946",40000.0,Inflow,YNAB,830
2025-06-16,BPI Main,Bria - Ate Mai,Uncategorized / Review,To Triage,review,"4348 ELINK PAYMENT INTER-BANK FUND TRANSFER - from CIMB BANK PHILIPPINES,INC. | Ref: 20250616CIPHPHMMXXXB000000000005841",41454.0,Inflow,YNAB,831
2025-06-16,SAVINGS - RCBC Hexa,Transfer : BPI Main,Transfers,Internal Transfers,transfer,2025.06.16 RCBC CC Payment,50000.0,Inflow,YNAB,832
2025-06-16,RCBC Hexagon Previledge Platinum,Transfer : SAVINGS - RCBC Hexa,Transfers,Internal Transfers,transfer,15CASH PAYMENT - 044,57337.5,Inflow,YNAB,833
2025-06-15,BPI Main,Transfer : BPI Credit Card,Transfers,Internal Transfers,transfer,Credit card payment,19914.36,Outflow,YNAB,834
2025-06-15,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Lenovo Erzaer Wireless Earbuds,485.53,Outflow,YNAB,835
2025-06-15,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Silicone Scar Patches,370.21,Outflow,YNAB,836
2025-06-15,eWallet - MAYA,Communication,Uncategorized / Review,To Triage,review,Smart App Load,299.0,Outflow,YNAB,837
2025-06-15,BPI Credit Card,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Credit card payment,19914.36,Inflow,YNAB,838
2025-06-13,BPI Main,Work Related Expences,Uncategorized / Review,To Triage,review,"DRAFTMASTER KIT - Fund Transfer TO: AMY LIZA LOREDO,A/C#9249277212",13500.0,Outflow,YNAB,839
2025-06-13,BPI Main,Transfer : COLLECTIBLES - Other Debt ,Transfers,Internal Transfers,transfer,"Rene Layog Utang to Collect - RENE BALIGAYA L,A/C#3289314902",10000.0,Outflow,YNAB,840
2025-06-13,eWallet - GCASH,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,For Kuya Gariben Debt,8015.0,Outflow,YNAB,841
2025-06-13,eWallet - MAYA,Transfer : COLLECTIBLES - Other Debt ,Transfers,Internal Transfers,transfer,Kuya Gariben - To Collect AUGUST,8000.0,Outflow,YNAB,842
2025-06-13,BPI Main,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,InstaPay Transfer TRANSFER TO OTHER BANK,8000.0,Outflow,YNAB,843
2025-06-13,BPI Main,Work Related Expences,Uncategorized / Review,To Triage,review,"YOOWIFI MODEM - Fund Transfer TO: KARISSA FAITH C,A/C#1029129017",4500.0,Outflow,YNAB,844
2025-06-13,BPI Checking,Documents & Stationery,Uncategorized / Review,To Triage,review,Request for New Checks,300.0,Outflow,YNAB,845
2025-06-13,BPI Main,Transfer: Marjorie Pinos,Transfers,Internal Transfers,transfer,Fund Transfer FROM:MARJORIE PINOS LIGASON,2000.0,Inflow,YNAB,846
2025-06-13,eWallet - GCASH,Transfer : BPI Main,Transfers,Internal Transfers,transfer,InstaPay Transfer TRANSFER TO OTHER BANK,8000.0,Inflow,YNAB,847
2025-06-13,COLLECTIBLES - Other Debt ,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Kuya Gariben - To Collect AUGUST,8000.0,Inflow,YNAB,848
2025-06-13,eWallet - MAYA,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,For Kuya Gariben Debt,8015.0,Inflow,YNAB,849
2025-06-13,COLLECTIBLES - Other Debt ,Transfer : BPI Main,Transfers,Internal Transfers,transfer,"Rene Layog Utang to Collect - RENE BALIGAYA L,A/C#3289314902",10000.0,Inflow,YNAB,850
2025-06-11,BPI Main,Health,Uncategorized / Review,To Triage,review,Dra Magbanua - Pneumonia Vaccine Lifetime,4500.0,Outflow,YNAB,851
2025-06-11,BPI Credit Card,,Uncategorized / Review,To Triage,review,Annual Membership Fee,1550.0,Outflow,YNAB,852
2025-06-11,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,TRUECALL Subsciption,682.08,Outflow,YNAB,853
2025-06-10,BPI Main,Bria - Ate Mai,Uncategorized / Review,To Triage,review,2025.06.10 Bria Additional - Plumbing Electrical,11665.0,Outflow,YNAB,854
2025-06-09,BPI Main,Transfer : Northfield Lagao Blk 4 Lot 1,Transfers,Internal Transfers,transfer,"Fund Transfer for May 2025 TO: JENRIX FORTEZA ,A/C#9349123069",11980.0,Outflow,YNAB,855
2025-06-09,RCBC UNLIPAY - MITSUBISHI MONTERO Maintenance,Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,UNLI IN MINDANAO INTEGRAT00/12,11102.21,Outflow,YNAB,856
2025-06-09,BPI Main,Transfer : Northfield Lagao Blk 4 Lot 3,Transfers,Internal Transfers,transfer,"Fund Transfer for May 2025 TO: JENRIX FORTEZA ,A/C#9349123069",9350.0,Outflow,YNAB,857
2025-06-09,RCBC UNLIPAY - JAY CASTILLO,Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,UNLI IN PAYPAL *JAYCASTIL00/12,7997.6,Outflow,YNAB,858
2025-06-09,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,KKSKY Solar 2 pcs,1682.0,Outflow,YNAB,859
2025-06-09,RCBC Hexagon Previledge Platinum,Transfer : RCBC UNLIPAY - MITSUBISHI MONTERO Maintenance,Transfers,Internal Transfers,transfer,UNLI IN MINDANAO INTEGRAT01/12,1036.4,Outflow,YNAB,860
2025-06-09,BPI Main,Family,Uncategorized / Review,To Triage,review,"Fund Transfer TO: MA. CLEOFE P LI,A/C#2159048627",1000.0,Outflow,YNAB,861
2025-06-09,RCBC Hexagon Previledge Platinum,Transfer : RCBC UNLIPAY - JAY CASTILLO,Transfers,Internal Transfers,transfer,UNLI IN PAYPAL *JAYCASTIL01/12,746.58,Outflow,YNAB,862
2025-06-09,HSBC Gold Visa Cashback,Food,Uncategorized / Review,To Triage,review,Mamastil SM Gensan,650.0,Outflow,YNAB,863
2025-06-09,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,MARINET ,581.28,Outflow,YNAB,864
2025-06-09,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,SUPERCELL / Clash of Clans,390.88,Outflow,YNAB,865
2025-06-09,BPI Credit Card,,Uncategorized / Review,To Triage,review,Shopee Ph Mandaluyong,228.0,Outflow,YNAB,866
2025-06-09,eWallet - MAYA,Communication,Uncategorized / Review,To Triage,review,Smart App Load,149.0,Outflow,YNAB,867
2025-06-09,RCBC UNLIPAY - JAY CASTILLO,Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,UNLI IN PAYPAL *JAYCASTIL01/12,746.58,Inflow,YNAB,868
2025-06-09,RCBC UNLIPAY - MITSUBISHI MONTERO Maintenance,Transfer : RCBC Hexagon Previledge Platinum,Transfers,Internal Transfers,transfer,UNLI IN MINDANAO INTEGRAT01/12,1036.4,Inflow,YNAB,869
2025-06-09,RCBC Hexagon Previledge Platinum,Transfer : RCBC UNLIPAY - JAY CASTILLO,Transfers,Internal Transfers,transfer,UNLI IN PAYPAL *JAYCASTIL00/12,7997.6,Inflow,YNAB,870
2025-06-09,Northfield Lagao Blk 4 Lot 3,Transfer : BPI Main,Transfers,Internal Transfers,transfer,"Fund Transfer for May 2025 TO: JENRIX FORTEZA ,A/C#9349123069",9350.0,Inflow,YNAB,871
2025-06-09,RCBC Hexagon Previledge Platinum,Transfer : RCBC UNLIPAY - MITSUBISHI MONTERO Maintenance,Transfers,Internal Transfers,transfer,UNLI IN MINDANAO INTEGRAT00/12,11102.21,Inflow,YNAB,872
2025-06-09,Northfield Lagao Blk 4 Lot 1,Transfer : BPI Main,Transfers,Internal Transfers,transfer,"Fund Transfer for May 2025 TO: JENRIX FORTEZA ,A/C#9349123069",11980.0,Inflow,YNAB,873
2025-06-09,BPI Main,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,4348 ELINK PAYMENT INTER-BANK FUND TRANSFER - from OWN BANK THE RURAL BANK OF CAVITE CITY INC | Ref: 20250608OWNBPHM2XXXB070000026912751,23000.0,Inflow,YNAB,874
2025-06-09,BPI Main,,Uncategorized / Review,To Triage,review,Fund Transfer FROM:JAKE DELOS SANTOS ADAME,35000.0,Inflow,YNAB,875
2025-06-09,BPI Main,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,4348 ELINK PAYMENT INTER-BANK FUND TRANSFER - from OWN BANK THE RURAL BANK OF CAVITE CITY INC | Ref: 20250608OWNBPHM2XXXB070000026911363,50000.0,Inflow,YNAB,876
2025-06-09,BPI Main,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,4348 ELINK PAYMENT INTER-BANK FUND TRANSFER - from OWN BANK THE RURAL BANK OF CAVITE CITY INC | Ref: 20250608OWNBPHM2XXXB070000026911466,50000.0,Inflow,YNAB,877
2025-06-09,BPI Main,Fund Transfer - 3rd Party,Transfers,Internal Transfers,transfer,4348 ELINK PAYMENT INTER-BANK FUND TRANSFER - from OWN BANK THE RURAL BANK OF CAVITE CITY INC | Ref: 20250608OWNBPHM2XXXB070000026911662,50000.0,Inflow,YNAB,878
2025-06-08,BPI Credit Card,Shopee,Uncategorized / Review,To Triage,review,"Shopee - Smatrul WiFi Smart LED Bulb 15W x2 (with protection), SMATRUL 63A Smart Breaker x1; Subtotal: 1776.00; Shopee Voucher: -437.00; Shipping: 0.00",1339.0,Outflow,YNAB,879
2025-06-08,eWallet - MAYA,Food,Uncategorized / Review,To Triage,review,Grab Food Order - Gents to 953 Aragon,1229.0,Outflow,YNAB,880
2025-06-08,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,GOOGLE YOUTUBE Preimium,424.48,Outflow,YNAB,881
2025-06-08,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Glass Oil Filter Pot (Broken),320.6,Outflow,YNAB,882
2025-06-08,BPI Credit Card,Family,Uncategorized / Review,To Triage,review,Owl_Lighting Special after-sales service package 1 ,85.0,Outflow,YNAB,883
2025-06-08,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,PAYPAL Hongkong ,0.58,Outflow,YNAB,884
2025-06-07,BPI Credit Card,Family,Uncategorized / Review,To Triage,review,Wilcon - Wilcon Depot,346.1,Outflow,YNAB,885
2025-06-06,BPI Credit Card,Groceries,Uncategorized / Review,To Triage,review,Shop Suki - Shop Suki - Groceries,3183.25,Outflow,YNAB,886
2025-06-06,BPI Credit Card,Family,Uncategorized / Review,To Triage,review,Robinsons Supermarket - Rob Supermarket - Groceries,1380.0,Outflow,YNAB,887
2025-06-06,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Dr Shiba Wild Salmon Oil,315.5,Outflow,YNAB,888
2025-06-06,BPI Main,,Uncategorized / Review,To Triage,review,Fund Transfer FROM:JAKE DELOS SANTOS ADAME,50000.0,Inflow,YNAB,889
2025-06-05,BPI Credit Card,Family,Uncategorized / Review,To Triage,review,Shopee - Birch Tree Advance Adult Milk Mocha (bundle) x1; Subtotal: 3588.00; Shopee Voucher: -790.00; Shipping: 0.00,2798.0,Outflow,YNAB,890
2025-06-05,RCBC Hexagon Previledge Platinum,Family,Uncategorized / Review,To Triage,review,Birch Tree Advance Adult Milk Mocha (bundle) x1; Subtotal: 3588.00; Shopee Voucher: -790.00; Shipping: 0.00,2798.0,Outflow,YNAB,891
2025-06-05,BPI Credit Card,Family,Uncategorized / Review,To Triage,review,Shopee - Bear Brand Adult Plus Milk Powder 1.2kg (2-pack) x1; Subtotal: 1192.00; Shopee Voucher: -263.00; Shipping: 70.00,999.0,Outflow,YNAB,892
2025-06-05,BPI Credit Card,Family,Uncategorized / Review,To Triage,review,Shopee - Bear Brand Adult Plus Milk Powder 1.2kg (2-pack) x1; Subtotal: 1192.00; Shopee Voucher: -263.00; Shipping: 20.00,949.0,Outflow,YNAB,893
2025-06-05,Union Bank Rewards Visa Platinum,Tiktok,Uncategorized / Review,To Triage,review,Sophiaandkalel Retinal x2,918.0,Outflow,YNAB,894
2025-06-05,BPI Credit Card,Shopee,Uncategorized / Review,To Triage,review,Shopee - Vnox Unisex Black Tungsten Ring x1; Subtotal: 197.00; Shipping: 4.00,201.0,Outflow,YNAB,895
2025-06-04,BPI Credit Card,Gift & Donations,Uncategorized / Review,To Triage,review,Toy Kingdom - Toy Kingdom SM GenSan - ATE ZIA,998.0,Outflow,YNAB,896
2025-06-04,BPI Credit Card,Gift & Donations,Uncategorized / Review,To Triage,review,Red Ribbon - Red Ribbon RR3311 - ATE ZIA,829.0,Outflow,YNAB,897
2025-06-04,eWallet - GCASH,Transfer : BPI Main,Transfers,Internal Transfers,transfer,Fund Transfer,500.0,Outflow,YNAB,898
2025-06-04,BPI Main,,Uncategorized / Review,To Triage,review,InstaPay Transfer TRANSFER TO OTHER BANK,500.0,Outflow,YNAB,899
2025-06-04,eWallet - GCASH,Entertainment / Subs,Uncategorized / Review,To Triage,review,Tg Sub,499.0,Outflow,YNAB,900
2025-06-04,RCBC Hexagon Previledge Platinum,Entertainment / Subs,Uncategorized / Review,To Triage,review,PAYPAL *GOOGLE VIZTA G 4029357733 US,178.08,Outflow,YNAB,901
2025-06-04,BPI Main,Transfer : eWallet - GCASH,Transfers,Internal Transfers,transfer,Fund Transfer,500.0,Inflow,YNAB,902
2025-06-03,RCBC Hexagon Previledge Platinum,Family,Health & Insurance,Medications & Vitamins,,OREX Surgical Tape + Activated Charcoal Face Mask,954.0,Outflow,YNAB,903
2025-06-02,BPI Main,Transfer : eWallet - MAYA,Transfers,Internal Transfers,transfer,Fund Transfer - Maya,10000.0,Outflow,YNAB,904
2025-06-02,BPI Main,Transfer : Cash - Wallet,Transfers,Internal Transfers,transfer,ATM Withdrawal - BDO @00510623,5000.0,Outflow,YNAB,905
2025-06-02,BPI Main,Family,Uncategorized / Review,To Triage,review,Bills Payment TO: ECPAY (ECPAY BI.....XXXXX19580,2493.64,Outflow,YNAB,906
